ticket_number,county,city,street,intersection,original_status,proximity_success,proximity_lat,proximity_lng,proximity_confidence,proximity_approach,proximity_reasoning,proximity_error,ticket_type,duration,work_type
2572376652,WARD,COYANOSA,FM 1927,FM 432,ZERO_RESULTS,True,31.434133200940412,-103.07446876232947,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near COYANOSA, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2572043754,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042490,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042483,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042475,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042457,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042452,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042449,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042445,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042437,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042432,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2572042422,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571924030,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571812159,WARD,THORNTONVILLE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571812128,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571796242,WARD,PYOTE,115,I 20,exception,True,31.587422790709727,-103.1003358465838,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 9 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2571668340,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571663175,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571659367,WARD,PYOTE,CR 1927,CR 432,ZERO_RESULTS,True,31.40494830677722,-103.08963623120458,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near PYOTE, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2571456366,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571456365,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571456342,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571456221,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571456218,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571353784,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571353441,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2571343635,WARD,BARSTOW,CR 135,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2584676824,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2584566751,WARD,BARSTOW,FM 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2584200409,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2583977920,WARD,BARSTOW,Fm 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2583874443,WARD,PYOTE,CR-426,CR-432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2583873066,WARD,BARSTOW,FM 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2583869511,WARD,BARSTOW,FM 516,Interstate 20,ZERO_RESULTS,True,31.490045903261024,-103.42575883888401,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2583869406,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2583868519,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2583625074,WARD,BARSTOW,FM 516,Interstate 20,ZERO_RESULTS,True,31.490045903261024,-103.42575883888401,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2555913265,WARD,BARSTOW,FM 516,I 20 S FRONTAGE RD,ZERO_RESULTS,True,31.450161424338297,-103.37036671380122,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 20 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2555895037,WARD,BARSTOW,FM 516,N I-20 ,ZERO_RESULTS,True,31.520608348086032,-103.40681318880061,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 22 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2555790649,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555790538,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555545266,WARD,BARSTOW,FM 516,I 20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2555542639,WARD,BARSTOW,FM 516 S,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2555542631,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555540910,WARD,BARSTOW,170,I20,ZERO_RESULTS,True,31.66455889392495,-103.22883592178947,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2555532567,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555532555,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555532257,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555532235,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555430893,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2555430585,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2555329999,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2555227389,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2555218307,WARD,BARSTOW,LAKEVIEW DR,I-20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2555199053,WARD,BARSTOW,TX-115,I-20,ZERO_RESULTS,True,31.57260786481013,-103.1354987676262,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 6 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2555110440,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2555102287,WARD,BARSTOW,TX-115,I-20,ZERO_RESULTS,True,31.57260786481013,-103.1354987676262,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 6 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2555095979,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555095964,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2555089926,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2555084841,WARD,BARSTOW,TX-115,I-20,ZERO_RESULTS,True,31.57260786481013,-103.1354987676262,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 6 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2554850110,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2554414814,WARD,PYOTE,CR 436,CR 432,ZERO_RESULTS,True,32.2901398181837,-102.530549747507,0.5,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 1.0380 degrees (~115.2km). Adjustment factor: 1.00 (base: 50.00%, adjusted: 50.00%)",,,,
2554413520,WARD,BARSTOW,FM 516,N I-20 ,ZERO_RESULTS,True,31.520608348086032,-103.40681318880061,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 22 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2554413262,WARD,BARSTOW,FM 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2554413204,WARD,BARSTOW,170,I20,ZERO_RESULTS,True,31.66455889392495,-103.22883592178947,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2554302286,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2554302235,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2554283246,WARD,BARSTOW,FM 516,I 20 S FRONTAGE RD,ZERO_RESULTS,True,31.450161424338297,-103.37036671380122,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 20 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2554278494,WARD,BARSTOW,FM 516,I 20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2554165227,WARD,BARSTOW,FM 516 S,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2554165158,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2554155988,WARD,BARSTOW,I-20 SERVICE RD S,I-20 ,ZERO_RESULTS,True,31.7373499,-102.5916816,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553952813,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553838753,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553838711,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553726440,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553726425,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553725669,WARD,BARSTOW,LAKEVIEW DR,I 20,ZERO_RESULTS,True,31.665926888209206,-102.78456102119074,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2553698820,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553698804,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553606786,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553586242,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553585758,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553473450,WARD,BARSTOW,FM 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2553469986,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553461618,WARD,BARSTOW,170,I20,ZERO_RESULTS,True,31.66455889392495,-103.22883592178947,0.65,city_primary,"City-based approximation: One road not found in network. Using centroid of available road near BARSTOW, WARD. Adjustment factor: 1.00 (base: 65.00%, adjusted: 65.00%)",,,,
2553458861,WARD,PYOTE,CR 426,CR 432,ZERO_RESULTS,True,31.3961123274603,-103.091668379546,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553458576,WARD,BARSTOW,FM 516,N I-20 ,ZERO_RESULTS,True,31.520608348086032,-103.40681318880061,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 22 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2553255194,WARD,PYOTE,FM 1927,CR 432,ZERO_RESULTS,True,31.415570794598555,-103.08969717334311,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553254478,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553254477,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2553033408,WARD,BARSTOW,I 20 SERVICE RD,I 20 ,ZERO_RESULTS,True,31.7373499,-102.5916816,0.95,closest_point,"Rural/parallel roads: Found closest approach point between roads. Distance: 0.0000 degrees (~0.0km). Adjustment factor: 1.00 (base: 95.00%, adjusted: 95.00%)",,,,
2553024784,WARD,BARSTOW,FM 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2553024748,WARD,BARSTOW,FM 516,I-20 NORTH SERVICE RD,ZERO_RESULTS,True,31.450161424338297,-103.37036671380122,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 20 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552916132,WARD,BARSTOW,FM 516,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552916067,WARD,BARSTOW,FM 516,I 20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552916044,WARD,BARSTOW,FM 516,I 20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552775574,WARD,BARSTOW,FM 516 S,I-20,ZERO_RESULTS,True,31.448026495489508,-103.36551337419895,0.75,corridor_midpoint,"Major highway corridor: Used midpoint of 8 segment(s) near reference road. Adjustment factor: 1.00 (base: 75.00%, adjusted: 75.00%)",,,,
2552775563,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
2552766586,WARD,BARSTOW,CR 516,I-20,ZERO_RESULTS,True,31.5482046956544,-103.03963816273766,0.6,corridor_midpoint,"Major highway: Used closest point (no segments in buffer) Adjustment factor: 1.00 (base: 60.00%, adjusted: 60.00%)",,,,
